index,UF,CATEGORIA,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,TOTAL,ANO,NOVA_CATEGORIA
200,DF,Segurança Privada,1.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,5.0,7.0,0.0,10.0,36.0,2010,
201,DF,Órgão Público,0.0,248.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,520.0,2010,
202,DF,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
203,DF,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
204,ES,Pessoa física,28.0,48.0,42.0,49.0,61.0,29.0,47.0,55.0,38.0,52.0,80.0,55.0,584.0,2010,
205,ES,Segurança Pública,0.0,0.0,420.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,3.0,0.0,513.0,2010,
206,ES,Segurança Privada,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,2010,
207,ES,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
208,ES,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
209,ES,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
210,GO,Pessoa física,7.0,20.0,17.0,46.0,27.0,30.0,23.0,80.0,47.0,67.0,42.0,41.0,447.0,2010,
211,GO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
212,GO,Segurança Privada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,25.0,2010,
213,GO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2010,
214,GO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
215,GO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
216,MA,Pessoa física,3.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,2010,
217,MA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
218,MA,Segurança Privada,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,58.0,2010,
219,MA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
220,MA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
221,MA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
222,MG,Pessoa física,42.0,24.0,74.0,87.0,103.0,80.0,80.0,113.0,88.0,94.0,112.0,126.0,1023.0,2010,
223,MG,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
224,MG,Segurança Privada,71.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,28.0,0.0,5.0,7.0,129.0,2010,
225,MG,Órgão Público,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,34.0,45.0,280.0,2010,
226,MG,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
227,MG,Outros Tipos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
228,MS,Pessoa física,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,10.0,2010,
229,MS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,2010,
230,MS,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2010,
231,MS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2010,
232,MS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
233,MS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
234,MT,Pessoa física,0.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,7.0,3.0,2.0,4.0,37.0,2010,
235,MT,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,2010,
236,MT,Segurança Privada,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,4.0,0.0,0.0,33.0,2010,
237,MT,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
238,MT,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
239,MT,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
240,PA,Pessoa física,6.0,1.0,4.0,6.0,17.0,8.0,5.0,11.0,14.0,9.0,3.0,7.0,91.0,2010,
241,PA,Segurança Pública,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
242,PA,Segurança Privada,0.0,0.0,9.0,13.0,10.0,6.0,31.0,0.0,5.0,0.0,12.0,0.0,86.0,2010,
243,PA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
244,PA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010,
245,PA,Outros Tipos,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,2010,
246,PB,Pessoa física,1.0,1.0,2.0,1.0,6.0,0.0,2.0,1.0,1.0,2.0,13.0,2.0,32.0,2010,
247,PB,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
248,PB,Segurança Privada,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,7.0,0.0,29.0,2010,
249,PB,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
250,PB,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
251,PB,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2010,
252,PE,Pessoa física,14.0,18.0,17.0,39.0,27.0,15.0,6.0,25.0,16.0,7.0,18.0,8.0,210.0,2010,
253,PE,Segurança Pública,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,386.0,2010,
254,PE,Segurança Privada,0.0,0.0,9.0,7.0,5.0,0.0,0.0,0.0,79.0,9.0,0.0,0.0,109.0,2010,
255,PE,Órgão Público,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,128.0,2010,
256,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
257,PE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2010,
258,PI,Pessoa física,0.0,0.0,3.0,2.0,12.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,39.0,2010,
259,PI,Segurança Pública,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010,
260,PI,Segurança Privada,0.0,0.0,0.0,19.0,6.0,4.0,8.0,2.0,0.0,0.0,9.0,16.0,64.0,2010,
261,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
262,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2010,
263,PI,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,2010,
264,PR,Pessoa física,150.0,104.0,141.0,116.0,150.0,136.0,142.0,135.0,222.0,192.0,136.0,93.0,1717.0,2010,
265,PR,Segurança Pública,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010,
266,PR,Segurança Privada,23.0,39.0,27.0,60.0,74.0,41.0,19.0,0.0,50.0,80.0,36.0,58.0,507.0,2010,
267,PR,Órgão Público,0.0,0.0,0.0,100.0,0.0,102.0,283.0,54.0,37.0,0.0,0.0,3.0,579.0,2010,
268,PR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
269,PR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2010,
270,RJ,Pessoa física,58.0,22.0,84.0,77.0,190.0,155.0,155.0,213.0,172.0,171.0,118.0,227.0,1642.0,2010,
271,RJ,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
272,RJ,Segurança Privada,21.0,24.0,36.0,9.0,6.0,2.0,0.0,133.0,19.0,10.0,6.0,11.0,277.0,2010,
273,RJ,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
274,RJ,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
275,RJ,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,13.0,2010,
276,RN,Pessoa física,7.0,3.0,6.0,4.0,5.0,4.0,8.0,17.0,31.0,22.0,48.0,21.0,176.0,2010,
277,RN,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
278,RN,Segurança Privada,17.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,42.0,79.0,2010,
279,RN,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
280,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
281,RN,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
282,RO,Pessoa física,3.0,2.0,5.0,11.0,14.0,11.0,11.0,16.0,27.0,17.0,14.0,13.0,144.0,2010,
283,RO,Segurança Pública,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,2010,
284,RO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,2010,
285,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
286,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
287,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
288,RR,Pessoa física,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,10.0,2010,
289,RR,Segurança Pública,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
290,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
291,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
292,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
293,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
294,RS,Pessoa física,39.0,137.0,110.0,87.0,165.0,159.0,170.0,217.0,276.0,258.0,173.0,226.0,2017.0,2010,
295,RS,Segurança Pública,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010,
296,RS,Segurança Privada,1.0,5.0,16.0,19.0,8.0,14.0,0.0,0.0,14.0,11.0,11.0,6.0,105.0,2010,
297,RS,Órgão Público,0.0,78.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,93.0,30.0,234.0,2010,
298,RS,Loja de Arma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
299,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,10.0,2010,
300,SC,Pessoa física,89.0,39.0,64.0,63.0,75.0,73.0,179.0,144.0,163.0,143.0,159.0,128.0,1319.0,2010,
301,SC,Segurança Pública,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010,
302,SC,Segurança Privada,10.0,9.0,9.0,26.0,8.0,10.0,7.0,0.0,3.0,42.0,22.0,109.0,255.0,2010,
303,SC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
304,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
305,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
306,SE,Pessoa física,7.0,4.0,3.0,3.0,1.0,3.0,8.0,10.0,1.0,5.0,7.0,9.0,61.0,2010,
307,SE,Segurança Pública,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010,
308,SE,Segurança Privada,0.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,2.0,23.0,0.0,10.0,69.0,2010,
309,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
310,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
311,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
312,SP,Pessoa física,104.0,27.0,19.0,33.0,60.0,40.0,36.0,31.0,74.0,53.0,77.0,71.0,625.0,2010,
313,SP,Segurança Pública,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,204.0,2010,
314,SP,Segurança Privada,20.0,43.0,66.0,49.0,112.0,40.0,14.0,9.0,79.0,116.0,50.0,99.0,697.0,2010,
315,SP,Órgão Público,117.0,16.0,0.0,43.0,36.0,0.0,0.0,1.0,20.0,5.0,18.0,62.0,318.0,2010,
316,SP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2010,
317,SP,Outros Tipos,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2010,
318,TO,Pessoa física,1.0,1.0,5.0,3.0,4.0,5.0,1.0,9.0,4.0,4.0,6.0,8.0,51.0,2010,
319,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,0.0,2.0,0.0,38.0,2010,
320,TO,Segurança Privada,0.0,0.0,0.0,2.0,5.0,9.0,10.0,0.0,0.0,0.0,0.0,18.0,44.0,2010,
321,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
322,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
323,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,
324,AC,Pessoa física,4.0,13.0,9.0,9.0,7.0,9.0,10.0,2.0,11.0,7.0,5.0,2.0,88.0,2011,
325,AC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
326,AC,Segurança Privada,0.0,58.0,5.0,0.0,0.0,0.0,3.0,5.0,14.0,0.0,7.0,0.0,92.0,2011,
327,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
328,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
329,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
330,AL,Pessoa física,24.0,20.0,19.0,10.0,32.0,19.0,28.0,27.0,13.0,20.0,14.0,14.0,240.0,2011,
331,AL,Segurança Pública,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,141.0,2011,
332,AL,Segurança Privada,0.0,0.0,0.0,4.0,7.0,3.0,6.0,5.0,18.0,5.0,0.0,2.0,50.0,2011,
333,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
334,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
335,AL,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
336,AM,Pessoa física,30.0,32.0,32.0,65.0,74.0,59.0,80.0,47.0,67.0,51.0,57.0,42.0,636.0,2011,
337,AM,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,151.0,2011,
338,AM,Segurança Privada,0.0,11.0,0.0,53.0,13.0,13.0,2.0,1.0,7.0,25.0,0.0,6.0,131.0,2011,
339,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
340,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
341,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
342,AP,Pessoa física,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,20.0,2011,
343,AP,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
344,AP,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,31.0,2011,
345,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
346,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
347,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
348,BA,Pessoa física,24.0,23.0,26.0,23.0,11.0,18.0,11.0,11.0,13.0,8.0,9.0,5.0,182.0,2011,
349,BA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,565.0,897.0,2011,
350,BA,Segurança Privada,8.0,0.0,17.0,5.0,12.0,31.0,2.0,17.0,0.0,23.0,15.0,70.0,200.0,2011,
351,BA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
352,BA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
353,BA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
354,CE,Pessoa física,24.0,22.0,21.0,25.0,24.0,25.0,19.0,22.0,14.0,19.0,6.0,16.0,237.0,2011,
355,CE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
356,CE,Segurança Privada,10.0,0.0,0.0,9.0,0.0,0.0,0.0,21.0,1.0,5.0,1.0,21.0,68.0,2011,
357,CE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
358,CE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
359,CE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2011,
360,DF,Pessoa física,10.0,57.0,30.0,7.0,4.0,5.0,6.0,6.0,13.0,13.0,7.0,9.0,167.0,2011,
361,DF,Segurança Pública,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1131.0,0.0,0.0,432.0,1568.0,2011,
362,DF,Segurança Privada,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,0.0,36.0,2011,
363,DF,Órgão Público,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,153.0,265.0,2011,
364,DF,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
365,DF,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
366,ES,Pessoa física,35.0,69.0,40.0,41.0,50.0,40.0,57.0,47.0,34.0,39.0,62.0,52.0,566.0,2011,
367,ES,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,700.0,850.0,2011,
368,ES,Segurança Privada,0.0,0.0,30.0,10.0,0.0,69.0,4.0,0.0,0.0,0.0,25.0,2.0,140.0,2011,
369,ES,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
370,ES,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
371,ES,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
372,GO,Pessoa física,74.0,68.0,62.0,54.0,91.0,94.0,69.0,90.0,91.0,96.0,45.0,46.0,880.0,2011,
373,GO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
374,GO,Segurança Privada,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,225.0,39.0,0.0,289.0,2011,
375,GO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
376,GO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
377,GO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
378,MA,Pessoa física,1.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,2011,
379,MA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
380,MA,Segurança Privada,14.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,21.0,0.0,50.0,78.0,189.0,2011,
381,MA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
382,MA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
383,MA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
384,MG,Pessoa física,123.0,116.0,100.0,94.0,104.0,59.0,60.0,56.0,54.0,67.0,134.0,271.0,1238.0,2011,
385,MG,Segurança Pública,0.0,0.0,0.0,0.0,0.0,34.0,0.0,106.0,178.0,0.0,0.0,0.0,318.0,2011,
386,MG,Segurança Privada,34.0,23.0,29.0,77.0,8.0,71.0,1.0,22.0,10.0,10.0,33.0,14.0,332.0,2011,
387,MG,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
388,MG,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
389,MG,Outros Tipos,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,13.0,2011,
390,MS,Pessoa física,1.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,7.0,23.0,2011,
391,MS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
392,MS,Segurança Privada,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2011,
393,MS,Órgão Público,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011,
394,MS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
395,MS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
396,MT,Pessoa física,4.0,4.0,7.0,3.0,7.0,8.0,4.0,4.0,16.0,22.0,35.0,83.0,197.0,2011,
397,MT,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
398,MT,Segurança Privada,1.0,3.0,9.0,0.0,0.0,6.0,0.0,12.0,0.0,10.0,4.0,17.0,62.0,2011,
399,MT,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
400,MT,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,
